"基準番号（ＨＯＴコード）","包装数量数","包装数量単位","包装入数数","包装入数単位","更新区分","更新年月日"
"1015225010203","10","シート","1","入","4","20050128"
"1015225010204","100","シート","1","入","4","20050128"
"1015249010102","1","瓶","1","入","4","20220331"
"1015249010203","10","シート","1","入","1","20220331"
"1015249010301","1","瓶","1","入","4","20220331"
"1015256010102","1","瓶","1","入","1","20220331"
"1015256010203","10","シート","1","入","1","20220331"
"1015317010102","1","瓶","1","入","4","20050128"
"1015317010203","10","シート","1","入","4","20050128"
"1015317010204","100","シート","1","入","4","20050128"
"1015324010102","1","瓶","1","入","4","20220331"
"1015324010203","10","シート","1","入","1","20220331"
"1015324010301","1","瓶","1","入","4","20220331"
"1015331010102","1","瓶","1","入","1","20220331"
"1015331010203","10","シート","1","入","1","20220331"
"1015379010101","1","瓶","1","入","1","20070330"
"1015379010102","1","瓶","1","入","1","20070330"
"1015379020101","1","瓶","1","入","1","20251130"
"1015379020201","1","瓶","1","入","1","20251130"
"1015393010104","1","瓶","1","入","1","20061228"
"1015393010205","10","シート","1","入","1","20061228"
"1015393010206","100","シート","1","入","1","20061228"
"1015393020101","10","シート","1","入","1","20251130"
"1015393020201","1","瓶","1","入","1","20251130"
"1015409010104","1","瓶","1","入","1","20061228"
"1015409010205","10","シート","1","入","1","20061228"
"1015409010206","100","シート","1","入","1","20061228"
"1015409020101","10","シート","1","入","1","20251130"
"1015409020201","1","瓶","1","入","1","20251130"
"1015430010103","1","瓶","1","入","1","20061228"
"1015430010202","50","シート","1","入","1","20061228"
"1015430020101","50","シート","1","入","1","20251130"
"1015430020201","1","瓶","1","入","1","20251130"
"1015461010103","1","瓶","1","入","4","20220331"
"1015461010201","1","瓶","1","入","4","20220331"
"1015461040102","1","瓶","1","入","1","20071225"
"1015461040202","1","瓶","1","入","1","20071225"
"1015461050101","1","瓶","1","入","1","20190331"
"1015478010101","1","瓶","1","入","4","20220331"
"1015478010201","10","シート","1","入","4","20220331"
"1015478040101","10","シート","1","入","1","20070709"
"1015478040201","1","瓶","1","入","1","20070709"
"1015478050101","10","シート","1","入","1","20190331"
"1015485010101","1","瓶","1","入","4","20220331"
"1015485010201","10","シート","1","入","4","20220331"
"1015485040101","10","シート","1","入","1","20070709"
"1015485040201","1","瓶","1","入","1","20070709"
"1015485050101","10","シート","1","入","1","20190331"
"1015485050201","1","瓶","1","入","1","20190331"
"1015508010101","1","瓶","1","入","4","20220331"
"1015508010201","10","シート","1","入","4","20220331"
"1015508010202","100","シート","1","入","4","20220331"
"1015508040101","10","シート","1","入","1","20070709"
"1015508040201","1","瓶","1","入","1","20070709"
"1015508050101","10","シート","1","入","1","20190331"
"1015508050201","1","瓶","1","入","1","20190331"
"1015522010101","1","瓶","1","入","1","20211031"
"1015522010203","5","シート","1","入","1","20211031"
"1015522020101","5","シート","1","入","1","20240630"
"1015522020201","1","瓶","1","入","1","20240630"
"1015539010101","1","瓶","1","入","1","20211031"
"1015539010203","10","シート","1","入","1","20211031"
"1015539020101","10","シート","1","入","1","20240630"
"1015539020201","1","瓶","1","入","1","20240630"
"1015546010102","1","瓶","1","入","1","20080630"
"1015546010204","10","シート","1","入","1","20080630"
"1015546010205","50","シート","1","入","1","20080630"
"1015546010206","100","シート","1","入","1","20080630"
"1015553040202","10","瓶","1","入","1","20080331"
"1015553040203","20","瓶","1","入","1","20100531"
"1015560020203","50","管","1","入","1","20210331"
"1015560050101","100","管","1","入","4","20210331"
"1015560050102","100","管","1","入","4","20220331"
"1015560090101","10","管","1","入","1","20210331"
"1015560090102","50","管","1","入","1","20210331"
"1015560100201","100","管","1","入","1","20210331"
"1015560110202","50","管","1","入","1","20210331"
"1015560120104","10","管","1","入","1","20210331"
"1015560120105","50","管","1","入","1","20210331"
"1015560180201","50","管","1","入","1","20210331"
"1015560200101","50","管","1","入","1","20210331"
"1015560200301","50","管","1","入","1","20210331"
"1015560200401","50","管","1","入","1","20210331"
"1015560210201","60","管","1","入","1","20210331"
"1015560280101","60","管","1","入","1","20210331"
"1015560330101","50","管","1","入","4","20210331"
"1015560340101","50","管","1","入","1","20210331"
"1015560350101","60","管","1","入","1","20210331"
"1015560360101","50","管","1","入","1","20210331"
"1015560360201","50","管","1","入","1","20210331"
"1015560360301","50","管","1","入","1","20210331"
"1015560380101","60","管","1","入","1","20210331"
"1015560390101","50","管","1","入","4","20210331"
"1015560400101","100","管","1","入","4","20210331"
"1015560400102","100","管","1","入","4","20220331"
"1015560410101","60","管","1","入","1","20210331"
"1015560420101","60","管","1","入","1","20210331"
"1015560440101","50","管","1","入","4","20190831"
"1015560450101","50","管","1","入","1","20240331"
"1015560460101","50","管","1","入","1","20220531"
"1015560470101","100","管","1","入","1","20231031"
"1015560480101","100","管","1","入","1","20231031"
"1015577010303","50","管","1","入","1","20210331"
"1015577010304","50","管","1","入","1","20210331"
"1015577010401","50","管","1","入","1","20210331"
"1015577050103","10","管","1","入","1","20210331"
"1015577050104","50","管","1","入","1","20210331"
"1015577090101","50","管","1","入","1","20210331"
"1015577090201","50","管","1","入","1","20210331"
"1015577110201","50","管","1","入","1","20220930"
"1015577120101","50","管","1","入","4","20210331"
"1015577130101","50","管","1","入","1","20210331"
"1015577130201","50","管","1","入","1","20210331"
"1015577140101","50","管","1","入","1","20210331"
"1015577150101","50","管","1","入","4","20190831"
"1015577160101","50","管","1","入","1","20240331"
"1015584010103","1","瓶","1","入","4","20200331"
"1015584010205","10","シート","1","入","1","20200331"
